time_day,hour,generation_pv,consumption,surplus,grid consumption,use_power_pv1,use_power_grid1,battery_stat1,en_battery_grid1,en_battery_pv1,en_dump1 
20.0,8540.0,0.0,10136.19335213248,0.0,10136.19335213248,0.0,10136.19335213248,46.959830285005864,0.0,0.0,0.0
21.0,8541.0,0.0,9185.14311168548,0.0,9185.14311168548,0.0,9185.14311168548,46.959830285005864,0.0,0.0,0.0
22.0,8542.0,0.0,5481.052701523488,0.0,5481.052701523488,0.0,5481.052701523488,46.959830285005864,0.0,0.0,0.0
23.0,8543.0,0.0,4817.82029700124,0.0,4817.82029700124,0.0,4817.82029700124,46.959830285005864,0.0,0.0,0.0
24.0,8544.0,0.0,3891.7976944607417,0.0,3891.7976944607417,0.0,3891.7976944607417,46.959830285005864,0.0,0.0,0.0
1.0,8545.0,0.0,4066.9911598062417,0.0,4066.9911598062417,0.0,4066.9911598062417,46.959830285005864,0.0,0.0,0.0
2.0,8546.0,0.0,3128.4547383124936,0.0,3128.4547383124936,0.0,3128.4547383124936,46.959830285005864,0.0,0.0,0.0
3.0,8547.0,0.0,3328.675841564493,0.0,3328.675841564493,0.0,4728.675841564493,1446.9598302850059,1400.0,0.0,0.0
4.0,8548.0,0.0,2890.692178200744,0.0,2890.692178200744,0.0,4290.692178200744,2846.959830285006,1400.0,0.0,0.0
5.0,8549.0,0.0,3090.9132814527434,0.0,3090.9132814527434,0.0,1743.9534511677375,1500.0,0.0,0.0,0.0
6.0,8550.0,0.0,3303.648203657993,0.0,3303.648203657993,0.0,3303.648203657993,1500.0,0.0,0.0,0.0
7.0,8551.0,0.0,3904.311513413992,0.0,3904.311513413992,0.0,3904.311513413992,1500.0,0.0,0.0,0.0
8.0,8552.0,0.0,6607.296407315986,0.0,6607.296407315986,0.0,6607.296407315986,1500.0,0.0,0.0,0.0
9.0,8553.0,343.83043215360004,6194.340381858738,0.0,4475.188221090737,343.83043215360004,5850.509949705138,1500.0,0.0,0.0,0.0
10.0,8554.0,954.8390681088,5931.550183840487,0.0,1157.3548432964872,954.8390681088,4976.711115731687,1500.0,0.0,0.0,0.0
11.0,8555.0,693.9202384128001,3366.217298424243,0.0,0.0,693.9202384128001,2672.2970600114427,1500.0,0.0,0.0,0.0
12.0,8556.0,1249.8999383808004,3829.228599694492,0.0,0.0,1249.8999383808004,2579.3286613136916,1500.0,0.0,0.0,0.0
13.0,8557.0,1310.8869951744002,4692.6821074687405,0.0,0.0,1310.8869951744002,3381.7951122943405,1500.0,0.0,0.0,0.0
